parent_cdk,child_cdk,event_year,event_type,confidence_score,weight_type
AR_aborhi_1951,AR_siangf_1961,1961,SPLIT,1.0,none
AR_aborhi_1951,AR_siangf_1961,1961,SPLIT,1.0,none
AR_aborhi_1951,AR_siangf_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_kameng_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_kameng_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_kameng_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_kameng_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_balipa_1951,AR_subans_1961,1961,SPLIT,1.0,none
AR_dibang_1981,AR_lowerd_2011,2011,SPLIT,1.0,none
AR_eastka_1981,AR_pakkek_2024,2024,SPLIT,1.0,none
AR_eastsi_1981,AR_uppers_1981,2001,SPLIT,1.0,none
AR_eastsi_1981,AR_siang_1971,2024,SPLIT,1.0,none
AR_eastsi_1981,AR_lowers_1981,2024,SPLIT,1.0,none
AR_eastsi_1981,AR_lepara_2024,2024,SPLIT,1.0,none
AR_kameng_1961,AR_westka_1981,1981,SPLIT,1.0,none
AR_kameng_1961,AR_westka_1981,1981,SPLIT,1.0,none
AR_kameng_1961,AR_eastka_1981,1981,SPLIT,1.0,none
AR_kameng_1961,AR_eastka_1981,1981,SPLIT,1.0,none
AR_kameng_1961,AR_kameng_1961,1971,CONTINUITY,1.0,none
AR_kameng_1961,AR_kameng_1961,1971,CONTINUITY,1.0,none
AR_kameng_1961,AR_kameng_1961,1971,CONTINUITY,1.0,none
AR_kameng_1961,AR_kameng_1961,1971,CONTINUITY,1.0,none
AR_kurung_2011,AR_kradaa_2024,2024,SPLIT,1.0,none
AR_lohit_1971,AR_anjaw_2011,2011,SPLIT,1.0,none
AR_lohit_1971,AR_namsai_2024,2024,SPLIT,1.0,none
AR_lohitf_1961,AR_lohit_1971,1971,SPLIT,1.0,none
AR_lohitf_1961,AR_lohit_1971,1971,SPLIT,1.0,none
AR_lohitf_1961,AR_lohit_1971,1971,SPLIT,1.0,none
AR_lowers_1981,AR_papump_2001,2001,SPLIT,1.0,none
AR_lowers_1981,AR_kurung_2011,2011,SPLIT,1.0,none
AR_lowers_1981,AR_kurung_2011,2011,SPLIT,1.0,none
AR_lowers_1981,AR_kamle_2024,2024,SPLIT,1.0,none
AR_mishmi_1951,AR_lohitf_1961,1961,SPLIT,1.0,none
AR_mishmi_1951,AR_lohitf_1961,1961,SPLIT,1.0,none
AR_mishmi_1951,AR_lohitf_1961,1961,SPLIT,1.0,none
AR_siang_1971,AR_westsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_westsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_westsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_westsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_westsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_westsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_eastsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_eastsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_eastsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_eastsi_1981,1981,SPLIT,1.0,none
AR_siang_1971,AR_eastsi_1981,1981,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_siangf_1961,AR_siang_1971,1971,SPLIT,1.0,none
AR_subans_1961,AR_lowers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_uppers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_uppers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_lowers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_lowers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_lowers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_lowers_1981,1981,SPLIT,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_subans_1961,AR_subans_1961,1971,CONTINUITY,1.0,none
AR_tirap_1971,AR_dibang_1981,1981,SPLIT,1.0,none
AR_tirap_1971,AR_dibang_1981,1981,SPLIT,1.0,none
AR_tirap_1971,AR_changl_1991,1991,SPLIT,1.0,none
AR_tirap_1971,AR_longdi_2024,2024,SPLIT,1.0,none
AR_tirapf_1951,AR_tirap_1971,1971,SPLIT,1.0,none
AR_tirapf_1951,AR_tirap_1971,1971,SPLIT,1.0,none
AR_tirapf_1951,AR_tirap_1971,1971,SPLIT,1.0,none
AR_tirapf_1951,AR_tirap_1971,1971,SPLIT,1.0,none
AR_tirapf_1951,AR_tirap_1971,1971,SPLIT,1.0,none
AR_tirapf_1951,AR_tirapf_1951,1961,CONTINUITY,1.0,none
AR_tirapf_1951,AR_tirapf_1951,1961,CONTINUITY,1.0,none
AR_tirapf_1951,AR_tirapf_1951,1961,CONTINUITY,1.0,none
AR_tirapf_1951,AR_tirapf_1951,1961,CONTINUITY,1.0,none
AR_tirapf_1951,AR_tirapf_1951,1961,CONTINUITY,1.0,none
AR_uppers_1981,AR_kamle_2024,2024,SPLIT,1.0,none
AR_westka_1981,AR_tawang_1991,1991,SPLIT,1.0,none
AR_westsi_1981,AR_siang_1971,2024,SPLIT,1.0,none
AR_westsi_1981,AR_lowers_1981,2024,SPLIT,1.0,none
AR_westsi_1981,AR_lepara_2024,2024,SPLIT,1.0,none
AR_westsi_1981,AR_shiyom_2024,2024,SPLIT,1.0,none
AR_westsi_1981,AR_lowers_1981,2024,SPLIT,1.0,none
AP_ananta_2011,AP_srisat_2024,2024,SPLIT,1.0,none
AP_chitto_2011,AP_annama_2024,2024,SPLIT,1.0,none
AP_chitto_2011,AP_tirupa_2024,2024,SPLIT,1.0,none
AP_kadapa_2001,AP_ysr_2011,2011,SPLIT,1.0,none
AP_kadapa_2001,AP_ysr_2011,2011,SPLIT,1.0,none
AP_eastgo_2011,AP_alluri_2024,2024,SPLIT,1.0,none
AP_eastgo_2011,AP_drbram_2024,2024,SPLIT,1.0,none
AP_eastgo_2011,AP_kakina_2024,2024,SPLIT,1.0,none
AP_guntur_1951,AP_bapatl_2024,2024,SPLIT,1.0,none
AP_guntur_1951,AP_palnad_2024,2024,SPLIT,1.0,none
AP_krishn_2011,AP_ntr_2024,2024,SPLIT,1.0,none
AP_kurnoo_1951,AP_nandya_2024,2024,SPLIT,1.0,none
AP_sripot_1971,AP_prakas_1981,1981,SPLIT,1.0,none
AP_sripot_1971,AP_sripot_1971,2011,CONTINUITY,1.0,none
AP_sripot_1971,AP_sripot_1971,2011,CONTINUITY,1.0,none
AP_sripot_1971,AP_tirupa_2024,2024,SPLIT,1.0,none
AP_srikak_1971,AP_vizian_1981,1981,SPLIT,1.0,none
AP_srikak_1971,AP_vizian_1981,1981,SPLIT,1.0,none
AP_srikak_1971,AP_parvat_2024,2024,SPLIT,1.0,none
AP_visakh_1961,AP_vizian_1981,1981,SPLIT,1.0,none
AP_visakh_1961,AP_vizian_1981,1981,SPLIT,1.0,none
AP_visakh_1961,AP_vishak_1981,1981,SPLIT,1.0,none
AP_visakh_1961,AP_vishak_1981,1981,SPLIT,1.0,none
AP_visakh_1961,AP_vishak_1981,1981,SPLIT,1.0,none
AP_visakh_1961,AP_alluri_2024,2024,SPLIT,1.0,none
AP_visakh_1961,AP_anakap_2024,2024,SPLIT,1.0,none
AP_vishak_1981,AP_visakh_1961,1991,SPLIT,1.0,none
AP_vishak_1981,AP_visakh_1961,1991,SPLIT,1.0,none
AP_vishak_1981,AP_visakh_1961,1991,SPLIT,1.0,none
AP_vizaga_1951,AP_visakh_1961,1961,SPLIT,1.0,none
AP_vizaga_1951,AP_visakh_1961,1961,SPLIT,1.0,none
AP_vizaga_1951,AP_visakh_1961,1961,SPLIT,1.0,none
AP_vizaga_1951,AP_visakh_1961,1961,SPLIT,1.0,none
AP_vizaga_1951,AP_visakh_1961,1961,SPLIT,1.0,none
AP_vizian_1981,AP_parvat_2024,2024,SPLIT,1.0,none
AP_vizian_1981,AP_alluri_2024,2024,SPLIT,1.0,none
AP_westgo_2011,AP_eluru_2024,2024,SPLIT,1.0,none
AP_ysr_2011,AP_annama_2024,2024,SPLIT,1.0,none
AN_andama_1971,AN_andama_1971,1991,CONTINUITY,1.0,none
AN_andama_1971,AN_andama_1971,1991,CONTINUITY,1.0,none
AN_andama_1971,AN_nicoba_1981,1981,SPLIT,1.0,none
AN_andama_1971,AN_andama_1971,1981,CONTINUITY,1.0,none
AN_andama_1971,AN_andama_1971,1981,CONTINUITY,1.0,none
AN_andama_1971,AN_northm_2011,2011,SPLIT,1.0,none
AN_andama_1971,AN_southa_2011,2011,SPLIT,1.0,none
AN_nicoba_1981,AN_nicoba_1981,1991,CONTINUITY,1.0,none
AN_nicoba_1981,AN_nicoba_1981,2011,CONTINUITY,1.0,none
