cdk,district_name,year,geometry_ref,area_sqkm
TN_vilupp_2001,Viluppuram,2011,TN_vilupp_2001_geometry,0.0
UK_dehrad_1991,Dehradun,2001,UK_dehrad_1991_geometry,0.0
RJ_sawaim_1951,Sawai Madhopur,1961,RJ_sawaim_1951_geometry,0.0
MP_aliraj_2011,Alirajpur,2011,MP_aliraj_2011_geometry,0.0
MH_sangli_1961,Sangli,1961,MH_sangli_1961_geometry,0.0
OD_balang_1981,Balangir,1991,OD_balang_1981_geometry,0.0
TN_kanniy_1961,Kanniyakumari,1971,TN_kanniy_1961_geometry,0.0
JH_dumka_1991,Dumka,2001,JH_dumka_1991_geometry,0.0
OD_rayaga_2001,Rayagada,2001,OD_rayaga_2001_geometry,0.0
GJ_mahesa_1961,Mehsana,1961,GJ_mahesa_1961_geometry,0.0
PB_hoshia_1961,Hoshiarpur,1961,PB_hoshia_1961_geometry,0.0
GJ_morbi_2024,Morbi,2024,GJ_morbi_2024_geometry,0.0
AN_nicoba_1981,Nicobars,1991,AN_nicoba_1981_geometry,0.0
OD_jagats_2001,Jagatsinghapur,2001,OD_jagats_2001_geometry,0.0
GJ_devbhu_2024,Devbhumi Dwarka,2024,GJ_devbhu_2024_geometry,0.0
GJ_sabark_1961,Sabar Kantha,1971,GJ_sabark_1961_geometry,0.0
TN_tirupp_2011,Tiruppur,2011,TN_tirupp_2011_geometry,0.0
UP_morada_1991,Moradabad,2011,UP_morada_1991_geometry,0.0
ML_ribhoi_2001,Ri Bhoi,2001,ML_ribhoi_2001_geometry,0.0
JK_jammua_1951,Jammu and Kashmir,1951,JK_jammua_1951_geometry,0.0
TN_dharma_1971,Dharmapuri,1971,TN_dharma_1971_geometry,0.0
MP_shajap_2011,Shajapur,2011,MP_shajap_2011_geometry,0.0
AR_namsai_2024,Namsai,2024,AR_namsai_2024_geometry,0.0
KA_bengal_2024,Bengaluru South,2024,KA_bengal_2024_geometry,0.0
KA_dharwa_1971,Dharwar,1971,KA_dharwa_1971_geometry,0.0
WB_hooghl_1971,Hooghly,1971,WB_hooghl_1971_geometry,0.0
JH_purbis_1991,Purbi Singhbhum,1991,JH_purbis_1991_geometry,0.0
CG_bemeta_2024,Bemetara,2024,CG_bemeta_2024_geometry,0.0
GJ_centra_1951,Central Saurashtra,1951,GJ_centra_1951_geometry,0.0
LD_laksha_1971,Lakshadweep,1981,LD_laksha_1971_geometry,0.0
HP_sirmur_1951,Sirmaur,1971,HP_sirmur_1951_geometry,0.0
GJ_thedan_1971,The Dangs,1971,GJ_thedan_1971_geometry,0.0
GJ_banask_1961,Banas Kantha,1971,GJ_banask_1961_geometry,0.0
BR_rohtas_1981,Rohtas,1991,BR_rohtas_1981_geometry,0.0
UK_dehrad_1991,Dehra Dun,1991,UK_dehrad_1991_geometry,0.0
GJ_bhavna_1951,Gohilwad,1951,GJ_bhavna_1951_geometry,0.0
PB_mansa_2001,Mansa,2001,PB_mansa_2001_geometry,0.0
WB_haora_1971,Haora,1981,WB_haora_1971_geometry,0.0
JK_kathua_1961,Kathua,1961,JK_kathua_1961_geometry,0.0
AS_nowgon_1971,Nowgong,1971,AS_nowgon_1971_geometry,0.0
KA_uttark_1951,Uttar Kannad,1981,KA_uttark_1951_geometry,0.0
MP_jhabua_2001,Jhabua,2001,MP_jhabua_2001_geometry,0.0
TR_southt_1971,South Tripura,2011,TR_southt_1971_geometry,0.0
KA_haveri_2001,Haveri,2001,KA_haveri_2001_geometry,0.0
NL_mokokc_1961,Mokokchung,1961,NL_mokokc_1961_geometry,0.0
CG_kondag_2024,Kondagaon,2024,CG_kondag_2024_geometry,0.0
UP_etawah_1991,Etawah',2001,UP_etawah_1991_geometry,0.0
MH_bid_1981,Bid,1981,MH_bid_1981_geometry,0.0
MP_khargo_1961,West Nimar,1991,MP_khargo_1961_geometry,0.0
TN_coimba_1951,Coimbatore,1971,TN_coimba_1951_geometry,0.0
MP_ashokn_2011,Ashoknagar,2011,MP_ashokn_2011_geometry,0.0
TN_tiruva_1991,Tiruvannamalai Sambuvarayar,1991,TN_tiruva_1991_geometry,0.0
HR_charkh_2024,Charkhi Dadri,2024,HR_charkh_2024_geometry,0.0
JH_psingh_1981,Pashchimi Singhbhum,2001,JH_psingh_1981_geometry,0.0
TN_kanniy_1961,Kanyakumari,1961,TN_kanniy_1961_geometry,0.0
HP_kangra_1951,Kangra,1961,HP_kangra_1951_geometry,0.0
UP_bahrai_1991,Bahraich,1991,UP_bahrai_1991_geometry,0.0
TG_peddap_2024,Peddapalli,2024,TG_peddap_2024_geometry,0.0
UK_uttark_1961,Uttar Kashi,1991,UK_uttark_1961_geometry,0.0
SK_soreng_2024,Soreng,2024,SK_soreng_2024_geometry,0.0
TG_nizama_2011,Nizamabad,2011,TG_nizama_2011_geometry,0.0
JH_sahibg_1991,Sahibganj,1991,JH_sahibg_1991_geometry,0.0
HP_kulu_1971,Kulu,1971,HP_kulu_1971_geometry,0.0
NL_tuensa_1951,Tuensang,1971,NL_tuensa_1951_geometry,0.0
MZ_lungle_1981,Lunglei,2011,MZ_lungle_1981_geometry,0.0
AS_darran_1981,Darrang,2001,AS_darran_1981_geometry,0.0
JK_bandip_2011,Bandipore,2011,JK_bandip_2011_geometry,0.0
HR_yamuna_1991,Yamunanagar,1991,HR_yamuna_1991_geometry,0.0
AR_kradaa_2024,Kra Daadi,2024,AR_kradaa_2024_geometry,0.0
PB_rupnag_1981,Rupnagar,1981,PB_rupnag_1981_geometry,0.0
GJ_tapi_2011,Tapi,2011,GJ_tapi_2011_geometry,0.0
MN_tameng_1991,Tamenglong,2011,MN_tameng_1991_geometry,0.0
WB_purbam_2011,Purba Medinipur,2011,WB_purbam_2011_geometry,0.0
AR_tirap_1971,Tirap,1971,AR_tirap_1971_geometry,0.0
KL_idukki_1981,Idukki,1981,KL_idukki_1981_geometry,0.0
PB_hoshia_1961,Hoshiarpur,1991,PB_hoshia_1961_geometry,0.0
LD_laksha_1971,"Laccadive, Minicoy and Amindivi Islands",1971,LD_laksha_1971_geometry,0.0
GJ_rajkot_1961,Rajkot,2011,GJ_rajkot_1961_geometry,0.0
HR_farida_1981,Faridabad,1981,HR_farida_1981_geometry,0.0
WB_kalimp_2024,Kalimpong,2024,WB_kalimp_2024_geometry,0.0
TN_tiruch_1971,Tiruchchirappalli,1991,TN_tiruch_1971_geometry,0.0
NC_delhi_1991,Delhi,1991,NC_delhi_1991_geometry,0.0
MZ_aizawl_1981,Aizawl,2011,MZ_aizawl_1981_geometry,0.0
OD_balang_1981,Balangir,1981,OD_balang_1981_geometry,0.0
MH_thane_1971,Thane,1981,MH_thane_1971_geometry,0.0
MP_khargo_1961,West Nimar,1981,MP_khargo_1961_geometry,0.0
AR_lowers_1981,Lower Subansiri,1981,AR_lowers_1981_geometry,0.0
OD_nayaga_2001,Nayagarh,2001,OD_nayaga_2001_geometry,0.0
GJ_vadoda_1971,Vadodara,2011,GJ_vadoda_1971_geometry,0.0
UP_ayodhy_1991,Ayodhya,2024,UP_ayodhy_1991_geometry,0.0
RJ_chitto_1951,Chittaurgarh,1971,RJ_chitto_1951_geometry,0.0
ML_eastja_2024,East Jaintia Hills,2024,ML_eastja_2024_geometry,0.0
PB_sangru_1951,Sangrur,1961,PB_sangru_1951_geometry,0.0
UP_mau_1991,Mau,1991,UP_mau_1991_geometry,0.0
MH_jalgao_1951,Jalgaon,1961,MH_jalgao_1951_geometry,0.0
TR_northt_1971,North Tripura,2011,TR_northt_1971_geometry,0.0
TR_sipahi_2024,Sipahijala,2024,TR_sipahi_2024_geometry,0.0
MH_raigar_1981,Raigarh,1981,MH_raigar_1981_geometry,0.0
GJ_araval_2024,Aravalli,2024,GJ_araval_2024_geometry,0.0
BR_rohtas_1981,Rohtas,1981,BR_rohtas_1981_geometry,0.0
MN_tameng_1991,Tamenglong,1991,MN_tameng_1991_geometry,0.0
UP_buland_1971,Bulandshahr,1971,UP_buland_1971_geometry,0.0
KL_kozhik_1961,Kozhikode,1971,KL_kozhik_1961_geometry,0.0
ML_garohi_1971,Garo Hills,1971,ML_garohi_1971_geometry,0.0
MN_bishnu_1991,Bishnupur,1991,MN_bishnu_1991_geometry,0.0
BR_purnea_1971,Purnea,1971,BR_purnea_1971_geometry,0.0
TG_suryap_2024,Suryapet,2024,TG_suryap_2024_geometry,0.0
PB_fazilk_2024,Fazilka,2024,PB_fazilk_2024_geometry,0.0
AS_northc_1971,North Cachar Hills,2001,AS_northc_1971_geometry,0.0
AN_andama_1971,Andaman and Nicobar Islands,1971,AN_andama_1971_geometry,0.0
UP_shamli_2024,Shamli (Prabuddhanagar),2024,UP_shamli_2024_geometry,0.0
KA_vijaya_2024,Vijayanagara,2024,KA_vijaya_2024_geometry,0.0
TN_kallak_2024,Kallakurichi,2024,TN_kallak_2024_geometry,0.0
MP_shahdo_1991,Shahdol,1991,MP_shahdo_1991_geometry,0.0
KA_yadgir_2011,Yadgir,2011,KA_yadgir_2011_geometry,0.0
PB_moga_2001,Moga,2001,PB_moga_2001_geometry,0.0
MN_kamjon_2024,Kamjong,2024,MN_kamjon_2024_geometry,0.0
GJ_surat_1961,Surat,1961,GJ_surat_1961_geometry,0.0
HR_rohtak_1951,Rohtak,1971,HR_rohtak_1951_geometry,0.0
UP_ayodhy_1991,Faizabad,2011,UP_ayodhy_1991_geometry,0.0
MH_dhule_1951,Dhule,1981,MH_dhule_1951_geometry,0.0
MP_guna_1961,Guna,1961,MP_guna_1961_geometry,0.0
CG_balod_2024,Balod,2024,CG_balod_2024_geometry,0.0
OD_sonapu_2001,Sonapur,2001,OD_sonapu_2001_geometry,0.0
HR_sangru_1961,Sangrur,1961,HR_sangru_1961_geometry,0.0
TG_bhadra_2024,Bhadradri Kothagudem,2024,TG_bhadra_2024_geometry,0.0
OD_baudh_1951,Baudh Khondmals,1961,OD_baudh_1951_geometry,0.0
AS_dimaha_2011,Dima Hasao,2011,AS_dimaha_2011_geometry,0.0
PB_srimuk_2001,Sri Muktsar Sahib,2024,PB_srimuk_2001_geometry,0.0
KA_uttark_1951,North Kanara,1961,KA_uttark_1951_geometry,0.0
TN_thooth_2001,Toothukudi,2001,TN_thooth_2001_geometry,0.0
JK_rajour_2011,Rajouri,2011,JK_rajour_2011_geometry,0.0
TG_rangar_1981,Rangareddi,1981,TG_rangar_1981_geometry,0.0
MN_manipu_1951,Manipur South,1981,MN_manipu_1951_geometry,0.0
OD_gajapa_2001,Gajapati,2001,OD_gajapa_2001_geometry,0.0
NC_northe_2001,North East,2001,NC_northe_2001_geometry,0.0
BR_begusa_1981,Begusarai,1981,BR_begusa_1981_geometry,0.0
TG_mahabu_2024,Mahabubabad,2024,TG_mahabu_2024_geometry,0.0
AN_andama_1971,Andaman,1981,AN_andama_1971_geometry,0.0
AS_tamulp_2024,Tamulpur,2024,AS_tamulp_2024_geometry,0.0
MH_thane_1971,Thana,1971,MH_thane_1971_geometry,0.0
AS_sivasa_1981,Sivasagar,2011,AS_sivasa_1981_geometry,0.0
AN_nicoba_1981,Nicobar,2011,AN_nicoba_1981_geometry,0.0
MH_buldan_1951,Buldana,1981,MH_buldan_1951_geometry,0.0
AP_prakas_1981,Prakasam,1981,AP_prakas_1981_geometry,0.0
AS_sonitp_1991,Sonitpur,2011,AS_sonitp_1991_geometry,0.0
GJ_girsom_2024,Gir Somnath,2024,GJ_girsom_2024_geometry,0.0
TN_tiruch_1971,Tiruchchirappalli,1981,TN_tiruch_1971_geometry,0.0
NL_mon_1981,Mon,1981,NL_mon_1981_geometry,0.0
AN_andama_1971,Andamans,2001,AN_andama_1971_geometry,0.0
JK_kulgam_2011,Kulgam,2011,JK_kulgam_2011_geometry,0.0
WB_barddh_1951,Barddhaman,2011,WB_barddh_1951_geometry,0.0
PY_puduch_2001,Pondicherry,2001,PY_puduch_2001_geometry,0.0
ML_westja_2024,West Jaintia Hills,2024,ML_westja_2024_geometry,0.0
KA_chikka_2011,Chikkaballapura,2011,KA_chikka_2011_geometry,0.0
TG_yadadr_2024,Yadadri Bhuvanagiri,2024,TG_yadadr_2024_geometry,0.0
AR_tirap_1971,Tirap,1981,AR_tirap_1971_geometry,0.0
AP_drbram_2024,Dr. B. R. Ambedkar Konaseema,2024,AP_drbram_2024_geometry,0.0
TN_nagapa_2001,Nagapattinam,2001,TN_nagapa_2001_geometry,0.0
UP_budaun_2011,Budaun,2011,UP_budaun_2011_geometry,0.0
BR_jehana_1991,Jehanabad,1991,BR_jehana_1991_geometry,0.0
KA_uttark_1951,North Kanara,1971,KA_uttark_1951_geometry,0.0
BR_monghy_1971,Monghyr,1971,BR_monghy_1971_geometry,0.0
AR_siang_1971,Siang,1971,AR_siang_1971_geometry,0.0
UP_amroha_2001,Amroha,2024,UP_amroha_2001_geometry,0.0
TN_salem_1961,Salem,1961,TN_salem_1961_geometry,0.0
AN_northm_2011,North & Middle Andaman,2011,AN_northm_2011_geometry,0.0
TN_nagapa_2001,Nagapattinam,2011,TN_nagapa_2001_geometry,0.0
MZ_khawza_2024,Khawzawl,2024,MZ_khawza_2024_geometry,0.0
WB_south2_1971,Twenty Four Parganas,1971,WB_south2_1971_geometry,0.0
UP_ghazia_1981,Ghaziabad,1991,UP_ghazia_1981_geometry,0.0
KA_mysuru_1991,Mysuru,2024,KA_mysuru_1991_geometry,0.0
JK_ramban_2011,Ramban,2011,JK_ramban_2011_geometry,0.0
JK_udhamp_1961,Udhampur,1961,JK_udhamp_1961_geometry,0.0
AS_mariga_1991,Marigaon,1991,AS_mariga_1991_geometry,0.0
KA_koppal_2001,Koppal,2001,KA_koppal_2001_geometry,0.0
TG_manche_2024,Mancherial,2024,TG_manche_2024_geometry,0.0
AS_chiran_2011,Chirang,2011,AS_chiran_2011_geometry,0.0
RJ_jhunjh_1961,Jhunjhunun,1971,RJ_jhunjh_1961_geometry,0.0
KL_malapp_1951,Malabar,1951,KL_malapp_1951_geometry,0.0
ML_westkh_1981,West Khasi Hills,1981,ML_westkh_1981_geometry,0.0
JH_pakaur_2001,Pakaur,2001,JH_pakaur_2001_geometry,0.0
GJ_junaga_1951,Junagadh,1961,GJ_junaga_1951_geometry,0.0
AP_sripot_1971,Sri Potti Sriramulu Nellore,2011,AP_sripot_1971_geometry,0.0
HR_jhajja_2001,Jhajjar,2001,HR_jhajja_2001_geometry,0.0
MN_manipu_1951,Manipur West,1981,MN_manipu_1951_geometry,0.0
GJ_kachch_1981,Kachchh,1981,GJ_kachch_1981_geometry,0.0
HR_jind_1971,Jind,1971,HR_jind_1971_geometry,0.0
MH_buldan_1951,Buldhana,1971,MH_buldan_1951_geometry,0.0
CG_dhamta_2001,Dhamtari,2001,CG_dhamta_2001_geometry,0.0
UP_etah_2001,Etah,2001,UP_etah_2001_geometry,0.0
OD_bargar_2001,Bargarh,2001,OD_bargar_2001_geometry,0.0
MH_ahmedn_1951,Ahmednagar,1951,MH_ahmedn_1951_geometry,0.0
OD_bhadra_2001,Bhadrak,2001,OD_bhadra_2001_geometry,0.0
KL_kannur_1961,Cannanore,1981,KL_kannur_1961_geometry,0.0
GA_goa_1981,Goa,1981,GA_goa_1981_geometry,0.0
UP_auraiy_2001,Auraiya,2001,UP_auraiy_2001_geometry,0.0
JK_reasi_2011,Reasi,2011,JK_reasi_2011_geometry,0.0
DL_shahda_2024,Shahdara,2024,DL_shahda_2024_geometry,0.0
JK_ladakh_1961,Ladakh,1971,JK_ladakh_1961_geometry,0.0
TN_vilupp_2001,Viluppuram,2001,TN_vilupp_2001_geometry,0.0
UP_kannau_2001,Kannauj,2001,UP_kannau_2001_geometry,0.0
KA_raichu_1991,Raichur,1991,KA_raichu_1991_geometry,0.0
AR_lohit_1971,Lohit,2001,AR_lohit_1971_geometry,0.0
MP_khandw_1961,Khandwa,1971,MP_khandw_1961_geometry,0.0
OD_baudh_1951,Phulabani,1991,OD_baudh_1951_geometry,0.0
TN_vellor_2001,Vellore,2011,TN_vellor_2001_geometry,0.0
JK_doda_1961,Doda,1961,JK_doda_1961_geometry,0.0
NL_kohima_1951,Kohima,2001,NL_kohima_1951_geometry,0.0
MN_kakchi_2024,Kakching,2024,MN_kakchi_2024_geometry,0.0
NC_centra_2001,Central,2001,NC_centra_2001_geometry,0.0
TN_chenga_1951,Chengalpattu,1971,TN_chenga_1951_geometry,0.0
BR_sitama_1981,Sitamarhi,1991,BR_sitama_1981_geometry,0.0
MH_nandur_2001,Nandurbar,2001,MH_nandur_2001_geometry,0.0
WB_jalpai_2011,Jalpaiguri,2011,WB_jalpai_2011_geometry,0.0
SK_pakyon_2024,Pakyong,2024,SK_pakyon_2024_geometry,0.0
JK_baramu_1961,Baramulla,1961,JK_baramu_1961_geometry,0.0
JK_anantn_1961,Anantnag,1961,JK_anantn_1961_geometry,0.0
AS_kokraj_1991,Kokrajhar,2001,AS_kokraj_1991_geometry,0.0
AR_lohit_1971,Lohit,2011,AR_lohit_1971_geometry,0.0
WB_south2_1971,Twenty Four Parganas,1981,WB_south2_1971_geometry,0.0
MP_narsin_1961,Narsimhapur,1961,MP_narsin_1961_geometry,0.0
BR_naland_1981,Nalanda,1981,BR_naland_1981_geometry,0.0
JK_rajaur_1971,Rajauri,2001,JK_rajaur_1971_geometry,0.0
TN_ranipe_2024,Ranipet,2024,TN_ranipe_2024_geometry,0.0
NL_kohima_1951,Kohima,2011,NL_kohima_1951_geometry,0.0
TN_nilgir_1951,Nilgiri,1961,TN_nilgir_1951_geometry,0.0
JH_palamu_1971,Palamu,1991,JH_palamu_1971_geometry,0.0
CG_bilasp_1991,Bilaspur,1991,CG_bilasp_1991_geometry,0.0
UP_kasgan_2024,Kasganj,2024,UP_kasgan_2024_geometry,0.0
AS_nagaon_1981,Nagaon,1981,AS_nagaon_1981_geometry,0.0
UP_chitra_2001,Chitrakoot,2001,UP_chitra_2001_geometry,0.0
DL_south_2001,South,2001,DL_south_2001_geometry,0.0
UK_sahara_1981,Saharanpur,1981,UK_sahara_1981_geometry,0.0
JK_pulwam_1981,Pulwama,2001,JK_pulwam_1981_geometry,0.0
TN_tirune_1981,Tirunelveli,2001,TN_tirune_1981_geometry,0.0
KL_alappu_1961,Alleppey,1961,KL_alappu_1961_geometry,0.0
OD_anugul_2001,Anugul,2001,OD_anugul_2001_geometry,0.0
JH_jamtar_2011,Jamtara,2011,JH_jamtar_2011_geometry,0.0
PY_puduch_2001,Puducherry,2011,PY_puduch_2001_geometry,0.0
AR_tawang_1991,Tawang,1991,AR_tawang_1991_geometry,0.0
PB_amrits_2001,Amritsar,2001,PB_amrits_2001_geometry,0.0
TN_chenga_1951,Chingleput,1961,TN_chenga_1951_geometry,0.0
RJ_dausa_2001,Dausa,2001,RJ_dausa_2001_geometry,0.0
HP_shimla_1961,Simla,1971,HP_shimla_1961_geometry,0.0
AP_ysr_2011,Y.S.R.,2011,AP_ysr_2011_geometry,0.0
BR_madhub_1981,Madhubani,1981,BR_madhub_1981_geometry,0.0
KA_shivam_2011,Shimoga,2011,KA_shivam_2011_geometry,0.0
CG_raigar_1991,Raigarh,1991,CG_raigar_1991_geometry,0.0
TN_thanja_1951,Tanjore,1951,TN_thanja_1951_geometry,0.0
TN_erode_2001,Erode,2001,TN_erode_2001_geometry,0.0
PB_patial_1951,Patiala,1961,PB_patial_1951_geometry,0.0
MN_thouba_1991,Thoubal,2011,MN_thouba_1991_geometry,0.0
JK_lehlad_2001,Leh (Ladakh),2001,JK_lehlad_2001_geometry,0.0
UP_mahara_1991,Maharajganj,2001,UP_mahara_1991_geometry,0.0
UP_deoria_1991,Deoria,1991,UP_deoria_1991_geometry,0.0
CG_naraya_2011,Narayanpur,2011,CG_naraya_2011_geometry,0.0
CG_korba_2001,Korba,2001,CG_korba_2001_geometry,0.0
CG_gariya_2024,Gariyaband,2024,CG_gariya_2024_geometry,0.0
AR_anjaw_2011,Anjaw,2011,AR_anjaw_2011_geometry,0.0
OD_kendra_2001,Kendrapara,2001,OD_kendra_2001_geometry,0.0
CG_rajnan_1981,Raj Nandgaon,1991,CG_rajnan_1981_geometry,0.0
UP_varana_1951,Banares,1951,UP_varana_1951_geometry,0.0
UP_ghazia_1981,Ghaziabad,1981,UP_ghazia_1981_geometry,0.0
GJ_botad_2024,Botad,2024,GJ_botad_2024_geometry,0.0
UP_amroha_2001,Jyotiba Phule Nagar,2011,UP_amroha_2001_geometry,0.0
AR_shiyom_2024,Shi-Yomi,2024,AR_shiyom_2024_geometry,0.0
OD_puri_1991,Puri,1991,OD_puri_1991_geometry,0.0
AS_cachar_1981,Cachar,1981,AS_cachar_1981_geometry,0.0
MH_buldan_1951,Buldana,1951,MH_buldan_1951_geometry,0.0
KA_bijapu_1991,Bijapur,1991,KA_bijapu_1991_geometry,0.0
TN_dharma_1971,Dharmapuri,2001,TN_dharma_1971_geometry,0.0
TG_rajann_2024,Rajanna Sircilla,2024,TG_rajann_2024_geometry,0.0
CG_dakshi_2011,Dakshin Bastar Dantewada,2011,CG_dakshi_2011_geometry,0.0
ML_jainti_1981,Jaintia Hills,1981,ML_jainti_1981_geometry,0.0
BR_muzaff_1971,Muzaffarpur,1971,BR_muzaff_1971_geometry,0.0
WB_purbab_2024,Purba Barddhaman,2024,WB_purbab_2024_geometry,0.0
RJ_dhaulp_1991,Dhaulpur,1991,RJ_dhaulp_1991_geometry,0.0
AP_visakh_1961,Visakhapatnam,1971,AP_visakh_1961_geometry,0.0
UP_sambha_2024,Sambhal (Bhimnagar),2024,UP_sambha_2024_geometry,0.0
WB_24parg_1961,24 - Parganas,1961,WB_24parg_1961_geometry,0.0
AP_ananta_2011,Anantapur,2011,AP_ananta_2011_geometry,0.0
DL_north_2024,North,2024,DL_north_2024_geometry,0.0
OD_jajapu_2001,Jajapur,2001,OD_jajapu_2001_geometry,0.0
AP_srisat_2024,Sri Sathya Sai,2024,AP_srisat_2024_geometry,0.0
AS_karimg_1991,Karimganj,1991,AS_karimg_1991_geometry,0.0
MH_pune_1951,Poona,1971,MH_pune_1951_geometry,0.0
UP_kanshi_2011,Kanshiram Nagar,2011,UP_kanshi_2011_geometry,0.0
WB_barddh_1951,Barddhaman,1981,WB_barddh_1951_geometry,0.0
PB_sangru_1951,Sangrur,2011,PB_sangru_1951_geometry,0.0
UP_mainpu_1981,Mainpuri,1981,UP_mainpu_1981_geometry,0.0
JK_ladakh_1961,Ladakh,1961,JK_ladakh_1961_geometry,0.0
MH_mumbai_1951,Mumbai (Suburban),2001,MH_mumbai_1951_geometry,0.0
NC_northw_2001,North West,2001,NC_northw_2001_geometry,0.0
WB_kochbi_1971,Cooch Behar,1971,WB_kochbi_1971_geometry,0.0
BR_lakhis_2001,Lakhisarai,2001,BR_lakhis_2001_geometry,0.0
TN_ramana_1981,Ramanathapuram,1981,TN_ramana_1981_geometry,0.0
UP_kanpur_1951,Kanpur,1981,UP_kanpur_1951_geometry,0.0
UP_sultan_2011,Sultanpur,2011,UP_sultan_2011_geometry,0.0
MN_manipu_1951,Manipur East,1971,MN_manipu_1951_geometry,0.0
JK_baramu_1961,Baramula,2001,JK_baramu_1961_geometry,0.0
DA_dadra_2001,Dadra & Nagar Haveli,2011,DA_dadra_2001_geometry,0.0
UP_santka_2001,Sant Kabir Nagar,2001,UP_santka_2001_geometry,0.0
OD_baudh_1951,Phulabani,1981,OD_baudh_1951_geometry,0.0
PB_shahid_2001,Nawanshahr,2001,PB_shahid_2001_geometry,0.0
WB_paschi_2011,Pashchim Barddhaman,2024,WB_paschi_2011_geometry,0.0
HR_kaitha_1991,Kaithal,1991,HR_kaitha_1991_geometry,0.0
BR_sitama_1981,Sitamarhi,1981,BR_sitama_1981_geometry,0.0
BR_supaul_2001,Supaul,2001,BR_supaul_2001_geometry,0.0
TG_mahbub_2011,Mahbubnagar,2011,TG_mahbub_2011_geometry,0.0
OD_jharsu_2001,Jharsuguda,2001,OD_jharsu_2001_geometry,0.0
JH_palamu_1971,Palamau,1971,JH_palamu_1971_geometry,0.0
MN_manipu_1951,Manipur East,1981,MN_manipu_1951_geometry,0.0
TN_pudukk_1981,Pudukkottai,1981,TN_pudukk_1981_geometry,0.0
RJ_baran_2001,Baran,2001,RJ_baran_2001_geometry,0.0
RJ_kota_1951,Kota,1961,RJ_kota_1951_geometry,0.0
MH_pune_1951,Pune,1981,MH_pune_1951_geometry,0.0
TN_coimba_1951,Coimbatore,2001,TN_coimba_1951_geometry,0.0
JH_psingh_1981,Singhbhum,1981,JH_psingh_1981_geometry,0.0
MN_senapa_1991,Senapati,1991,MN_senapa_1991_geometry,0.0
HR_rewari_1991,Rewari,1991,HR_rewari_1991_geometry,0.0
MH_dhule_1951,Dhulia,1971,MH_dhule_1951_geometry,0.0
BR_banka_2001,Banka,2001,BR_banka_2001_geometry,0.0
AS_dibrug_1981,Dibrugarh,1981,AS_dibrug_1981_geometry,0.0
TR_khowai_2024,Khowai,2024,TR_khowai_2024_geometry,0.0
GJ_jamnag_1951,Jamnagar,1961,GJ_jamnag_1951_geometry,0.0
AR_subans_1961,Subansiri Frontier,1961,AR_subans_1961_geometry,0.0
AS_jorhat_1991,Jorhat,1991,AS_jorhat_1991_geometry,0.0
GJ_panchm_1951,Panch Mahals,2011,GJ_panchm_1951_geometry,0.0
PB_pathan_2024,Pathankot,2024,PB_pathan_2024_geometry,0.0
AS_moriga_2011,Morigaon,2011,AS_moriga_2011_geometry,0.0
TG_khamma_1961,Khammam,1961,TG_khamma_1961_geometry,0.0
AR_subans_1961,Subansiri,1971,AR_subans_1961_geometry,0.0
TN_thiruv_1951,Thiruvallur,2001,TN_thiruv_1951_geometry,0.0
DL_southw_2001,South West,2001,DL_southw_2001_geometry,0.0
PB_barnal_1951,Barnala,1951,PB_barnal_1951_geometry,0.0
MH_hingol_2001,Hingoli,2001,MH_hingol_2001_geometry,0.0
TN_tirune_1981,Tirunelveli,2011,TN_tirune_1981_geometry,0.0
HP_shimla_1961,Simla,1961,HP_shimla_1961_geometry,0.0
KL_thriss_1951,Trichur,1981,KL_thriss_1951_geometry,0.0
TG_medcha_2024,Medchal–Malkajgiri,2024,TG_medcha_2024_geometry,0.0
GA_southg_1991,South Goa,1991,GA_southg_1991_geometry,0.0
KA_chamar_2001,Chamarajanagar,2001,KA_chamar_2001_geometry,0.0
KA_bijapu_1991,Vijayapura,2024,KA_bijapu_1991_geometry,0.0
UP_baraba_1991,Barabanki,2001,UP_baraba_1991_geometry,0.0
AR_lohit_1971,Lohit,1971,AR_lohit_1971_geometry,0.0
HR_nuh_2011,Mewat,2011,HR_nuh_2011_geometry,0.0
MH_dhule_1951,West Khandesh,1951,MH_dhule_1951_geometry,0.0
TN_chenga_1951,Chengalpattu,1981,TN_chenga_1951_geometry,0.0
CG_rajnan_1981,Raj Nandgaon,1981,CG_rajnan_1981_geometry,0.0
WB_darjil_1971,Darjiling,2011,WB_darjil_1971_geometry,0.0
AS_bongai_1991,Bongaigaon,1991,AS_bongai_1991_geometry,0.0
MP_barwan_2001,Barwani,2001,MP_barwan_2001_geometry,0.0
AP_krishn_2011,Krishna,2011,AP_krishn_2011_geometry,0.0
MZ_lungle_1981,Lunglei,1981,MZ_lungle_1981_geometry,0.0
TR_westtr_1971,West Tripura,2011,TR_westtr_1971_geometry,0.0
PB_shahid_2001,Shahid Bhagat Singh Nagar,2011,PB_shahid_2001_geometry,0.0
UK_bagesh_2001,Bageshwar,2001,UK_bagesh_2001_geometry,0.0
AR_lowers_1981,Lower Siang,2024,AR_lowers_1981_geometry,0.0
NL_dimapu_2001,Dimapur,2011,NL_dimapu_2001_geometry,0.0
UK_uttark_1961,Uttar Kashi,1971,UK_uttark_1961_geometry,0.0
OD_khordh_2001,Khordha,2001,OD_khordh_2001_geometry,0.0
TN_chenga_1951,Kancheepuram,2001,TN_chenga_1951_geometry,0.0
