cdk,district_name,state_name,creation_year,abolition_year,creation_type,start_year,end_year,predecessors,successors,hierarchy_level
MA_ratlam_1951,Ratlam,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
MA_rewa_1951,Rewa,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
UT_sahara_1951,Saharanpur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
BI_saranc_1951,Saran (chhapra),Bihar,,,,1951.0,2024.0,,,1.0
MA_satna_1951,Satna,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
PU_shahid_1951,Shahid Bhagat Singh Nagar,Punjab,,,,1951.0,2024.0,,,1.0
UT_shahja_1951,Shahjahanpur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
HI_shimla_1951,Shimla,Himachal Pradesh,,,,1951.0,2024.0,,,1.0
MA_shivpu_1951,Shivpuri,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
AS_sivasa_1951,Sivasagar,Assam,,,,1951.0,2024.0,,,1.0
RA_sikar_1951,Sikar,Rajasthan,,,,1951.0,2024.0,,,1.0
HI_sirmau_1951,Sirmaur,Himachal Pradesh,,,,1951.0,2024.0,,,1.0
RA_sirohi_1951,Sirohi,Rajasthan,,,,1951.0,2024.0,,,1.0
UT_sitapu_1951,Sitapur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
WE_south2_1951,South 24 Parganas,West Bengal,,,,1951.0,2024.0,,,1.0
OD_sundar_1951,Sundargarh,Odisha,,,,1951.0,2024.0,,,1.0
AR_tawang_1951,Tawang,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
MA_thane_1951,Thane,Maharashtra,,,,1951.0,2024.0,,,1.0
TA_thanja_1951,Thanjavur,Tamil Nadu,,,,1951.0,2024.0,,,1.0
TA_thenil_1951,The Nilgiris,Tamil Nadu,,,,1951.0,2024.0,,,1.0
KE_thiruv_1951,Thiruvananthapuram,Kerala,,,,1951.0,2024.0,,,1.0
TA_thooth_1951,Thoothukkudi,Tamil Nadu,,,,1951.0,2024.0,,,1.0
KE_thriss_1951,Thrissur,Kerala,,,,1951.0,2024.0,,,1.0
AR_tirap_1951,Tirap,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
RA_tonk_1951,Tonk,Rajasthan,,,,1951.0,2024.0,,,1.0
MA_ujjain_1951,Ujjain,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
UT_unnao_1951,Unnao,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
AR_uppers_1951,Upper Siang,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
AR_uppers_1951,Upper Subansiri,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
KA_uttara_1951,Uttara Kannada,Karnataka,,,,1951.0,2024.0,,,1.0
UT_varana_1951,Varanasi,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
TA_virudu_1951,Virudunagar,Tamil Nadu,,,,1951.0,2024.0,,,1.0
AN_warang_1951,Warangal,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
MA_wardha_1951,Wardha,Maharashtra,,,,1951.0,2024.0,,,1.0
AR_westka_1951,West Kameng,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
MA_westni_1951,West Nimar,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
AR_westsi_1951,West Siang,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
TA_nagapp_1951,Nagappattinam,Tamil Nadu,,,,1951.0,2024.0,,,1.0
PU_karaik_1951,Karaikal,Puducherry,,,,1951.0,2024.0,,,1.0
PU_puduch_1951,Puducherry,Puducherry,,,,1951.0,2024.0,,,1.0
PU_yanam_1951,Yanam,Puducherry,,,,1951.0,2024.0,,,1.0
LA_laksha_1951,Lakshadweep,Lakshadweep,,,,1951.0,2024.0,,,1.0
