cdk,district_name,state_name,creation_year,abolition_year,creation_type,start_year,end_year,predecessors,successors,hierarchy_level
GJ_junaga_1951,Junagadh,Gujarat,1951.0,,Original,,,,,
GJ_porban_2001,Porbandar,Gujarat,2001.0,,Bifurcation,,,,,
GJ_girsom_2024,Gir Somnath,Gujarat,2024.0,,Bifurcation,,,,,
GJ_kheda_1961,Kaira,Gujarat,1961.0,,Unknown,,,,,
GJ_anand_2001,Anand,Gujarat,2001.0,,Bifurcation,,,,,
GJ_mahisa_2024,Mahisagar,Gujarat,2024.0,,Bifurcation,,,,,
GJ_kutch_1971,Kutch,Gujarat,1971.0,,Unknown,,,,,
GJ_kachch_1981,Kachchh,Gujarat,1981.0,,Bifurcation,,,,,
GJ_mahesa_1961,Mahesana,Gujarat,1961.0,,Unknown,,,,,
GJ_patan_2001,Patan,Gujarat,2001.0,,Bifurcation,,,,,
GJ_panchm_1951,Panch Mahals,Gujarat,1951.0,,Original,,,,,
GJ_dohad_2001,Dohad,Gujarat,2001.0,,Bifurcation,,,,,
GJ_sabark_1961,Sabar Kantha,Gujarat,1961.0,,Unknown,,,,,
GJ_araval_2024,Aravalli,Gujarat,2024.0,,Bifurcation,,,,,
GJ_surat_1961,Surat,Gujarat,1961.0,,Unknown,,,,,
GJ_valsad_1971,Valsad,Gujarat,1971.0,,Bifurcation,,,,,
GJ_tapi_2011,Tapi,Gujarat,2011.0,,Bifurcation,,,,,
GJ_surend_1961,Surendranagar,Gujarat,1961.0,,Unknown,,,,,
GJ_chhota_2024,Chhota Udepur,Gujarat,2024.0,,Bifurcation,,,,,
GJ_navsar_2001,Navsari,Gujarat,2001.0,,Bifurcation,,,,,
GJ_zalawa_1951,Zalawad,Gujarat,1951.0,,Original,,,,,
GA_goa_1981,Goa,Goa,1981.0,,Unknown,,,,,
GA_northg_1991,North Goa,Goa,1991.0,,Bifurcation,,,,,
GA_southg_1991,South Goa,Goa,1991.0,,Bifurcation,,,,,
DL_delhi_1991,Delhi,Delhi,1991.0,,Unknown,,,,,
DL_northw_2001,North West,Delhi,2001.0,,Bifurcation,,,,,
DL_south_2001,South,Delhi,2001.0,,Bifurcation,,,,,
DL_northe_2001,North East,Delhi,2001.0,,Bifurcation,,,,,
DL_east_2001,East,Delhi,2001.0,,Bifurcation,,,,,
DL_southw_2001,South West,Delhi,2001.0,,Bifurcation,,,,,
DL_shahda_2024,Shahdara,Delhi,2024.0,,Bifurcation,,,,,
DL_north_2024,North,Delhi,2024.0,,Bifurcation,,,,,
DL_southe_2024,South East,Delhi,2024.0,,Bifurcation,,,,,
DL_newdel_2024,New Delhi,Delhi,2024.0,,Bifurcation,,,,,
DA_dadra_2001,Dadra and Nagar Haveli,Dadara & Nagar Havelli,2001.0,,Unknown,,,,,
CG_bastar_1991,Bastar,Chhattisgarh,1991.0,,Unknown,,,,,
CG_kanker_2001,Kanker,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_dantew_2001,Dantewada,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_naraya_2011,Narayanpur,Chhattisgarh,2011.0,,Bifurcation,,,,,
CG_kondag_2024,Kondagaon,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_bilasp_1991,Bilaspur,Chhattisgarh,1991.0,,Unknown,,,,,
CG_korba_2001,Korba,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_janjgi_2001,Janjgir-Champa,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_mungel_2024,Mungeli,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_gaurel_2024,Gaurela-Pendra-Marwahi,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_dakshi_2011,Dakshin Bastar Dantewada,Chhattisgarh,2011.0,,Unknown,,,,,
CG_sukma_2024,Sukma,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_bijapu_2011,Bijapur,Chhattisgarh,2011.0,,Bifurcation,,,,,
CG_durg_1971,Durg,Chhattisgarh,1971.0,,Unknown,,,,,
CG_rajnan_1981,Raj Nandgaon,Chhattisgarh,1981.0,,Bifurcation,,,,,
CG_balod_2024,Balod,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_bemeta_2024,Bemetara,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_uttarb_2011,Uttar Bastar Kanker,Chhattisgarh,2011.0,,Bifurcation,,,,,
CG_kaward_2001,Kawardha,Chhattisgarh,2001.0,,Unknown,,,,,
CG_kabeer_2011,Kabeerdham,Chhattisgarh,2011.0,,Bifurcation,,,,,
CG_raigar_1991,Raigarh,Chhattisgarh,1991.0,,Unknown,,,,,
CG_jashpu_2001,Jashpur,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_raipur_1991,Raipur,Chhattisgarh,1991.0,,Unknown,,,,,
CG_mahasa_2001,Mahasamund,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_dhamta_2001,Dhamtari,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_baloda_2024,Baloda Bazar,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_gariya_2024,Gariyaband,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_surguj_1991,Surguja,Chhattisgarh,1991.0,,Unknown,,,,,
CG_koriya_2001,Koriya,Chhattisgarh,2001.0,,Bifurcation,,,,,
CG_balram_2024,Balrampur,Chhattisgarh,2024.0,,Bifurcation,,,,,
CG_surajp_2024,Surajpur,Chhattisgarh,2024.0,,Bifurcation,,,,,
CH_ambala_1961,Ambala,Chandigarh,1961.0,,Unknown,,,,,
CH_chandi_1971,Chandigarh,Chandigarh,1971.0,,Bifurcation,,,,,
BR_bhagal_1991,Bhagalpur,Bihar,1991.0,,Unknown,,,,,
BR_banka_2001,Banka,Bihar,2001.0,,Bifurcation,,,,,
BR_bhojpu_1981,Bhojpur,Bihar,1981.0,,Unknown,,,,,
BR_buxar_2001,Buxar,Bihar,2001.0,,Bifurcation,,,,,
BR_champa_1971,Champaran,Bihar,1971.0,,Unknown,,,,,
BR_pashch_1981,Pashchim Champaran,Bihar,1981.0,,Bifurcation,,,,,
BR_purbac_1981,Purba Champaran,Bihar,1981.0,,Bifurcation,,,,,
BR_darbha_1971,Darbhanga,Bihar,1971.0,,Unknown,,,,,
BR_madhub_1981,Madhubani,Bihar,1981.0,,Bifurcation,,,,,
BR_samast_1981,Samastipur,Bihar,1981.0,,Bifurcation,,,,,
BR_gaya_1971,Gaya,Bihar,1971.0,,Unknown,,,,,
BR_aurang_1981,Aurangabad,Bihar,1981.0,,Bifurcation,,,,,
BR_nawada_1981,Nawada,Bihar,1981.0,,Bifurcation,,,,,
BR_jehana_1991,Jehanabad,Bihar,1991.0,,Bifurcation,,,,,
BR_arwal_2011,Arwal,Bihar,2011.0,,Bifurcation,,,,,
BR_monghy_1971,Monghyr,Bihar,1971.0,,Unknown,,,,,
BR_begusa_1981,Begusarai,Bihar,1981.0,,Bifurcation,,,,,
BR_munger_1981,Munger,Bihar,1981.0,,Bifurcation,,,,,
BR_khagar_1991,Khagaria,Bihar,1991.0,,Bifurcation,,,,,
BR_lakhis_2001,Lakhisarai,Bihar,2001.0,,Bifurcation,,,,,
BR_sheikh_2001,Sheikhpura,Bihar,2001.0,,Bifurcation,,,,,
BR_jamui_2001,Jamui,Bihar,2001.0,,Bifurcation,,,,,
BR_muzaff_1971,Muzaffarpur,Bihar,1971.0,,Unknown,,,,,
BR_sitama_1981,Sitamarhi,Bihar,1981.0,,Bifurcation,,,,,
BR_vaisha_1981,Vaishali,Bihar,1981.0,,Bifurcation,,,,,
BR_patna_1971,Patna,Bihar,1971.0,,Unknown,,,,,
BR_naland_1981,Nalanda,Bihar,1981.0,,Bifurcation,,,,,
BR_purnea_1971,Purnea,Bihar,1971.0,,Unknown,,,,,
BR_purnia_1981,Purnia,Bihar,1981.0,,Bifurcation,,,,,
BR_katiha_1981,Katihar,Bihar,1981.0,,Bifurcation,,,,,
BR_araria_1991,Araria,Bihar,1991.0,,Bifurcation,,,,,
BR_kishan_1991,Kishanganj,Bihar,1991.0,,Bifurcation,,,,,
BR_rohtas_1981,Rohtas,Bihar,1981.0,,Unknown,,,,,
BR_kaimur_2001,Kaimur (Bhabua),Bihar,2001.0,,Bifurcation,,,,,
BR_sahars_1981,Saharsa,Bihar,1981.0,,Unknown,,,,,
BR_madhep_1991,Madhepura,Bihar,1991.0,,Bifurcation,,,,,
BR_supaul_2001,Supaul,Bihar,2001.0,,Bifurcation,,,,,
BR_saran_1971,Saran,Bihar,1971.0,,Unknown,,,,,
BR_gopalg_1981,Gopalganj,Bihar,1981.0,,Bifurcation,,,,,
BR_siwan_1981,Siwan,Bihar,1981.0,,Bifurcation,,,,,
BR_shahab_1971,Shahabad,Bihar,1971.0,,Unknown,,,,,
BR_sheoha_2001,Sheohar,Bihar,2001.0,,Bifurcation,,,,,
AS_baksa_2011,Baksa,Assam,2011.0,,Unknown,,,,,
AS_tamulp_2024,Tamulpur,Assam,2024.0,,Bifurcation,,,,,
AS_barpet_1991,Barpeta,Assam,1991.0,,Unknown,,,,,
AS_bajali_2024,Bajali,Assam,2024.0,,Bifurcation,,,,,
AS_bongai_1991,Bongaigaon,Assam,1991.0,,Unknown,,,,,
AS_chiran_2011,Chirang,Assam,2011.0,,Bifurcation,,,,,
AS_cachar_1981,Cachar,Assam,1981.0,,Unknown,,,,,
AS_karimg_1991,Karimganj,Assam,1991.0,,Bifurcation,,,,,
AS_hailak_1991,Hailakandi,Assam,1991.0,,Bifurcation,,,,,
AS_darran_1981,Darrang,Assam,1981.0,,Unknown,,,,,
AS_sonitp_1991,Sonitpur,Assam,1991.0,,Bifurcation,,,,,
AS_udalgu_2011,Udalguri,Assam,2011.0,,Bifurcation,,,,,
AS_dhubri_2011,Dhubri,Assam,2011.0,,Unknown,,,,,
AS_souths_2024,South Salmara-Mankachar,Assam,2024.0,,Bifurcation,,,,,
AS_dhubur_1991,Dhuburi,Assam,1991.0,,Unknown,,,,,
AS_dibrug_1981,Dibrugarh,Assam,1981.0,,Unknown,,,,,
AS_tinsuk_1991,Tinsukia,Assam,1991.0,,Bifurcation,,,,,
AS_goalpa_1981,Goalpara,Assam,1981.0,,Unknown,,,,,
AS_kokraj_1991,Kokrajhar,Assam,1991.0,,Bifurcation,,,,,
AS_jorhat_1991,Jorhat,Assam,1991.0,,Unknown,,,,,
AS_majuli_2024,Majuli,Assam,2024.0,,Bifurcation,,,,,
AS_kamrup_1981,Kamrup,Assam,1981.0,,Unknown,,,,,
AS_nalbar_1991,Nalbari,Assam,1991.0,,Bifurcation,,,,,
AS_karbia_1981,Karbi Anglong,Assam,1981.0,,Unknown,,,,,
AS_westka_2024,West Karbi Anglong,Assam,2024.0,,Bifurcation,,,,,
AS_lakhim_1971,Lakhimpur,Assam,1971.0,,Unknown,,,,,
AS_dhemaj_1991,Dhemaji,Assam,1991.0,,Bifurcation,,,,,
AS_mariga_1991,Marigaon,Assam,1991.0,,Unknown,,,,,
AS_moriga_2011,Morigaon,Assam,2011.0,,Bifurcation,,,,,
AS_mikirh_1971,Mikir Hills,Assam,1971.0,,Unknown,,,,,
AS_nagaon_1981,Nagaon,Assam,1981.0,,Unknown,,,,,
AS_hojai_2024,Hojai,Assam,2024.0,,Bifurcation,,,,,
AS_northc_1971,North Cachar Hills,Assam,1971.0,,Unknown,,,,,
AS_dimaha_2011,Dima Hasao,Assam,2011.0,,Bifurcation,,,,,
AS_nowgon_1971,Nowgong,Assam,1971.0,,Unknown,,,,,
AS_sivasa_1981,Sibsagar,Assam,1981.0,,Unknown,,,,,
AS_golagh_1991,Golaghat,Assam,1991.0,,Bifurcation,,,,,
AS_charai_2024,Charaideo,Assam,2024.0,,Bifurcation,,,,,
AS_biswan_2024,Biswanath,Assam,2024.0,,Bifurcation,,,,,
AS_united_1961,United Mikir and North Cachar Hills,Assam,1961.0,,Unknown,,,,,
AR_aborhi_1951,Abor Hills,Arunachal Pradesh,1951.0,,Original,,,,,
AR_siangf_1961,Siang Frontier Division,Arunachal Pradesh,1961.0,,Bifurcation,,,,,
AR_balipa_1951,Balipara Frontier Tract,Arunachal Pradesh,1951.0,,Original,,,,,
AR_kameng_1961,Kameng Frontier,Arunachal Pradesh,1961.0,,Bifurcation,,,,,
AR_subans_1961,Subansiri Frontier,Arunachal Pradesh,1961.0,,Bifurcation,,,,,
AR_dibang_1981,Dibang Valley,Arunachal Pradesh,1981.0,,Unknown,,,,,
AR_lowerd_2011,Lower Dibang Valley,Arunachal Pradesh,2011.0,,Bifurcation,,,,,
AR_eastka_1981,East Kameng,Arunachal Pradesh,1981.0,,Unknown,,,,,
AR_pakkek_2024,Pakke-Kesang,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AR_eastsi_1981,East Siang,Arunachal Pradesh,1971.0,,Inferred_Backdate,,,,,
AR_uppers_1981,Upper Siang,Arunachal Pradesh,1981.0,,Bifurcation,,,,,
AR_siang_1971,Siang,Arunachal Pradesh,1971.0,,Bifurcation,,,,,
AR_lowers_1981,Lower Siang,Arunachal Pradesh,1981.0,,Bifurcation,,,,,
AR_lepara_2024,Lepa - Rada,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AR_westka_1981,West Kameng,Arunachal Pradesh,1981.0,,Bifurcation,,,,,
AR_kurung_2011,Kurung Kumey,Arunachal Pradesh,2011.0,,Unknown,,,,,
AR_kradaa_2024,Kra Daadi,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AR_lohit_1971,Lohit,Arunachal Pradesh,1971.0,,Unknown,,,,,
AR_anjaw_2011,Anjaw,Arunachal Pradesh,2011.0,,Bifurcation,,,,,
AR_namsai_2024,Namsai,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AR_lohitf_1961,Lohit Frontier Division,Arunachal Pradesh,1961.0,,Unknown,,,,,
AR_papump_2001,Papum Pare,Arunachal Pradesh,2001.0,,Bifurcation,,,,,
AR_kamle_2024,Kamle,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AR_mishmi_1951,Mishmi Hills,Arunachal Pradesh,1951.0,,Original,,,,,
AR_westsi_1981,West Siang,Arunachal Pradesh,1971.0,,Inferred_Backdate,,,,,
AR_tirap_1971,Tirap,Arunachal Pradesh,1971.0,,Unknown,,,,,
AR_changl_1991,Changlang,Arunachal Pradesh,1991.0,,Bifurcation,,,,,
AR_longdi_2024,Longding,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AR_tirapf_1951,Tirap Frontier Division,Arunachal Pradesh,1951.0,,Original,,,,,
AR_tawang_1991,Tawang,Arunachal Pradesh,1991.0,,Bifurcation,,,,,
AR_shiyom_2024,Shi-Yomi,Arunachal Pradesh,2024.0,,Bifurcation,,,,,
AP_ananta_2011,Anantapur,Andhra Pradesh,2011.0,,Unknown,,,,,
AP_srisat_2024,Sri Sathya Sai,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_chitto_2011,Chittoor,Andhra Pradesh,2011.0,,Unknown,,,,,
AP_annama_2024,Annamayya,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_tirupa_2024,Tirupati,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_kadapa_2001,Cuddapah,Andhra Pradesh,2001.0,,Unknown,,,,,
AP_ysr_2011,Y.S.R.,Andhra Pradesh,2011.0,,Bifurcation,,,,,
AP_eastgo_2011,East Godavari,Andhra Pradesh,2011.0,,Unknown,,,,,
AP_alluri_2024,Alluri Sitharama Raju,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_drbram_2024,Dr. B. R. Ambedkar Konaseema,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_kakina_2024,Kakinada,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_guntur_1951,Guntur,Andhra Pradesh,1951.0,,Original,,,,,
AP_bapatl_2024,Bapatla,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_palnad_2024,Palnadu,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_krishn_2011,Krishna,Andhra Pradesh,2011.0,,Unknown,,,,,
AP_ntr_2024,NTR,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_kurnoo_1951,Kurnool,Andhra Pradesh,1951.0,,Original,,,,,
AP_nandya_2024,Nandyal,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_sripot_1971,Nellore,Andhra Pradesh,1971.0,,Unknown,,,,,
AP_prakas_1981,Prakasam,Andhra Pradesh,1981.0,,Bifurcation,,,,,
AP_srikak_1971,Srikakulam,Andhra Pradesh,1971.0,,Unknown,,,,,
AP_vizian_1981,Vizianagaram,Andhra Pradesh,1981.0,,Bifurcation,,,,,
AP_parvat_2024,Parvathipuram Manyam,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_visakh_1961,Visakhapatnam,Andhra Pradesh,1961.0,,Unknown,,,,,
AP_vishak_1981,Vishakhapatnam,Andhra Pradesh,1961.0,,Inferred_Backdate,,,,,
AP_anakap_2024,Anakapalli,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AP_vizaga_1951,Vizagapatnam,Andhra Pradesh,1951.0,,Original,,,,,
AP_westgo_2011,West Godavari,Andhra Pradesh,2011.0,,Unknown,,,,,
AP_eluru_2024,Eluru,Andhra Pradesh,2024.0,,Bifurcation,,,,,
AN_andama_1971,Andaman,Andaman and Nicobar Islands,1971.0,,Unknown,,,,,
AN_nicoba_1981,Nicobar,Andaman and Nicobar Islands,1981.0,,Bifurcation,,,,,
AN_northm_2011,North & Middle Andaman,Andaman and Nicobar Islands,2011.0,,Bifurcation,,,,,
AN_southa_2011,South Andaman,Andaman and Nicobar Islands,2011.0,,Bifurcation,,,,,
AN_adilab_1951,Adilabad,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
RA_ajmer_1951,Ajmer,Rajasthan,,,,1951.0,2024.0,,,1.0
KE_alappu_1951,Alappuzha,Kerala,,,,1951.0,2024.0,,,1.0
RA_alwar_1951,Alwar,Rajasthan,,,,1951.0,2024.0,,,1.0
MA_amrava_1951,Amravati,Maharashtra,,,,1951.0,2024.0,,,1.0
GU_amreli_1951,Amreli,Gujarat,,,,1951.0,2024.0,,,1.0
AR_anjaw_1951,Anjaw,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
MA_anuppu_1951,Anuppur,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
MA_balagh_1951,Balaghat,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
UT_ballia_1951,Ballia,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
WE_bankur_1951,Bankura,West Bengal,,,,1951.0,2024.0,,,1.0
RA_banswa_1951,Banswara,Rajasthan,,,,1951.0,2024.0,,,1.0
UT_bareil_1951,Bareilly,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
RA_barmer_1951,Barmer,Rajasthan,,,,1951.0,2024.0,,,1.0
OD_bauda_1951,Bauda,Odisha,,,,1951.0,2024.0,,,1.0
MA_betul_1951,Betul,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
RA_bhilwa_1951,Bhilwara,Rajasthan,,,,1951.0,2024.0,,,1.0
MA_bhind_1951,Bhind,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
KA_bidar_1951,Bidar,Karnataka,,,,1951.0,2024.0,,,1.0
UT_bijnor_1951,Bijnor,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
RA_bikane_1951,Bikaner,Rajasthan,,,,1951.0,2024.0,,,1.0
HI_bilasp_1951,Bilaspur,Himachal Pradesh,,,,1951.0,2024.0,,,1.0
WE_birbhu_1951,Birbhum,West Bengal,,,,1951.0,2024.0,,,1.0
RA_bundi_1951,Bundi,Rajasthan,,,,1951.0,2024.0,,,1.0
HI_chamba_1951,Chamba,Himachal Pradesh,,,,1951.0,2024.0,,,1.0
KA_chamra_1951,Chamrajnagar,Karnataka,,,,1951.0,2024.0,,,1.0
MA_chandr_1951,Chandrapur,Maharashtra,,,,1951.0,2024.0,,,1.0
AR_changl_1951,Changlang,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
TA_chenna_1951,Chennai,Tamil Nadu,,,,1951.0,2024.0,,,1.0
MA_chhata_1951,Chhatarpur,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
KA_chitra_1951,Chitradurga,Karnataka,,,,1951.0,2024.0,,,1.0
RA_chitta_1951,Chittaurgarh,Rajasthan,,,,1951.0,2024.0,,,1.0
RA_churu_1951,Churu,Rajasthan,,,,1951.0,2024.0,,,1.0
TA_cuddal_1951,Cuddalore,Tamil Nadu,,,,1951.0,2024.0,,,1.0
DA_dadran_1951,Dadra & Nagar Haveli,Dadara & Nagar Havelli,,,,1951.0,2024.0,,,1.0
WE_dakshi_1951,Dakshin Dinajpur,West Bengal,,,,1951.0,2024.0,,,1.0
DA_daman_1951,Daman,Daman & Diu,,,,1951.0,2024.0,,,1.0
WE_darjil_1951,Darjiling,West Bengal,,,,1951.0,2024.0,,,1.0
JA_datano_1951,Data Not Available,Jammu & Kashmir,,,,1951.0,2024.0,,,1.0
MA_datia_1951,Datia,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
MA_dewas_1951,Dewas,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
MA_dhar_1951,Dhar,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
AR_dibang_1951,Dibang Valley,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
DA_diu_1951,Diu,Daman & Diu,,,,1951.0,2024.0,,,1.0
RA_dungar_1951,Dungarpur,Rajasthan,,,,1951.0,2024.0,,,1.0
AR_eastka_1951,East Kameng,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
AR_eastsi_1951,East Siang,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
UT_fatehp_1951,Fatehpur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
PU_firozp_1951,Firozpur,Punjab,,,,1951.0,2024.0,,,1.0
MA_garhch_1951,Garhchiroli,Maharashtra,,,,1951.0,2024.0,,,1.0
UT_ghazip_1951,Ghazipur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
WE_haora_1951,Haora,West Bengal,,,,1951.0,2024.0,,,1.0
UT_hardoi_1951,Hardoi,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
KA_hassan_1951,Hassan,Karnataka,,,,1951.0,2024.0,,,1.0
UT_mahama_1951,Mahamaya Nagar,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
AN_hydera_1951,Hyderabad,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
MA_indore_1951,Indore,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
RA_jaisal_1951,Jaisalmer,Rajasthan,,,,1951.0,2024.0,,,1.0
UT_jalaun_1951,Jalaun,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
MA_jalgao_1951,Jalgaon,Maharashtra,,,,1951.0,2024.0,,,1.0
RA_jalor_1951,Jalor,Rajasthan,,,,1951.0,2024.0,,,1.0
GU_jamnag_1951,Jamnagar,Gujarat,,,,1951.0,2024.0,,,1.0
UT_jaunpu_1951,Jaunpur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
RA_jhalaw_1951,Jhalawar,Rajasthan,,,,1951.0,2024.0,,,1.0
RA_jodhpu_1951,Jodhpur,Rajasthan,,,,1951.0,2024.0,,,1.0
TA_kanche_1951,Kancheepuram,Tamil Nadu,,,,1951.0,2024.0,,,1.0
TA_kanniy_1951,Kanniyakumari,Tamil Nadu,,,,1951.0,2024.0,,,1.0
KE_kannur_1951,Kannur,Kerala,,,,1951.0,2024.0,,,1.0
UT_kansir_1951,Kansiram Nagar,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
PU_kapurt_1951,Kapurthala,Punjab,,,,1951.0,2024.0,,,1.0
AN_karimn_1951,Karimnagar,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
KE_kasara_1951,Kasaragod,Kerala,,,,1951.0,2024.0,,,1.0
AN_khamma_1951,Khammam,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
GU_kheda_1951,Kheda,Gujarat,,,,1951.0,2024.0,,,1.0
UT_kheri_1951,Kheri,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
WE_kochbi_1951,Koch Bihar,West Bengal,,,,1951.0,2024.0,,,1.0
KA_kodagu_1951,Kodagu,Karnataka,,,,1951.0,2024.0,,,1.0
MA_kolhap_1951,Kolhapur,Maharashtra,,,,1951.0,2024.0,,,1.0
WE_kolkat_1951,Kolkata,West Bengal,,,,1951.0,2024.0,,,1.0
KE_kollam_1951,Kollam,Kerala,,,,1951.0,2024.0,,,1.0
AR_kurung_1951,Kurung Kumey,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
MI_lawang_1951,Lawangtlai,Mizoram,,,,1951.0,2024.0,,,1.0
AR_lohit_1951,Lohit,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
AR_lowerd_1951,Lower Dibang Valley,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
AR_lowers_1951,Lower Subansiri,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
UT_luckno_1951,Lucknow,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
PU_ludhia_1951,Ludhiana,Punjab,,,,1951.0,2024.0,,,1.0
AN_mahbub_1951,Mahbubnagar,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
PU_mahe_1951,Mahe,Puducherry,,,,1951.0,2024.0,,,1.0
HI_mandi_1951,Mandi,Himachal Pradesh,,,,1951.0,2024.0,,,1.0
KA_mandya_1951,Mandya,Karnataka,,,,1951.0,2024.0,,,1.0
UT_mathur_1951,Mathura,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
OD_mayurb_1951,Mayurbhanj,Odisha,,,,1951.0,2024.0,,,1.0
AN_medak_1951,Medak,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
WE_murshi_1951,Murshidabad,West Bengal,,,,1951.0,2024.0,,,1.0
WE_nadia_1951,Nadia,West Bengal,,,,1951.0,2024.0,,,1.0
RA_nagaur_1951,Nagaur,Rajasthan,,,,1951.0,2024.0,,,1.0
MA_nagpur_1951,Nagpur,Maharashtra,,,,1951.0,2024.0,,,1.0
AN_nalgon_1951,Nalgonda,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
MA_nanded_1951,Nanded,Maharashtra,,,,1951.0,2024.0,,,1.0
AN_sripot_1951,Sri Potti Sriramulu Nellore,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
AN_nizama_1951,Nizamabad,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
WE_north2_1951,North 24 Parganas,West Bengal,,,,1951.0,2024.0,,,1.0
JH_palamu_1951,Palamu,Jharkhand,,,,1951.0,2024.0,,,1.0
RA_pali_1951,Pali,Rajasthan,,,,1951.0,2024.0,,,1.0
MA_panna_1951,Panna,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
AR_papump_1951,Papum Pare,Arunanchal Pradesh,,,,1951.0,2024.0,,,1.0
UT_pilibh_1951,Pilibhit,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
UT_pratap_1951,Pratapgarh,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
MA_pune_1951,Pune,Maharashtra,,,,1951.0,2024.0,,,1.0
UT_raebar_1951,Rae Bareli,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
MA_raisen_1951,Raisen,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
MA_rajgar_1951,Rajgarh,Madhya Pradesh,,,,1951.0,2024.0,,,1.0
UT_rampur_1951,Rampur,Uttar Pradesh,,,,1951.0,2024.0,,,1.0
AN_rangar_1951,Rangareddy,Andhra Pradesh,,,,1951.0,2024.0,,,1.0
